300,Chris Cariaso,http://www.fightmetric.com/fighter-details/b2e3aca4cd363477
301,Ronald Carillo,http://www.fightmetric.com/fighter-details/cbd022eaf2ac546a
302,Rafael Carino,http://www.fightmetric.com/fighter-details/08a7080ff5904661
303,Don Carlo-Clauss,http://www.fightmetric.com/fighter-details/f59a6de8a5dfe297
304,Antonio Carlos,http://www.fightmetric.com/fighter-details/52e76bb4b3e852f3
305,Francis Carmont,http://www.fightmetric.com/fighter-details/3591d0d5d382a381
306,Liz Carmouche,http://www.fightmetric.com/fighter-details/51a0c09cbe9b8472
307,Roan Carneiro,http://www.fightmetric.com/fighter-details/1c86754617d9813a
308,Cain Carrizosa,http://www.fightmetric.com/fighter-details/064b7dc68d786254
309,Jonny Carson,http://www.fightmetric.com/fighter-details/0d49ddc07bd8c747
310,Scott Carson,http://www.fightmetric.com/fighter-details/1e3302f9ab6f549a
311,Shonie Carter,http://www.fightmetric.com/fighter-details/7b6e40a73b567072
312,Bruno Carvalho,http://www.fightmetric.com/fighter-details/456c02115efc4a01
313,Antonio Carvalho,http://www.fightmetric.com/fighter-details/fef3d17e27e916e7
314,Shane Carwin,http://www.fightmetric.com/fighter-details/68dd7b3783c19f9c
315,Johnny Case,http://www.fightmetric.com/fighter-details/1f4b04a926ef1287
316,Kevin Casey,http://www.fightmetric.com/fighter-details/8d9586726252dbf7
317,Brandon Cash,http://www.fightmetric.com/fighter-details/3993f7dcb7caf42a
318,Bendy Casimir,http://www.fightmetric.com/fighter-details/ec7ac09293d26c05
319,Dwayne Cason,http://www.fightmetric.com/fighter-details/31c01fbc2586a5eb
320,Joe Cason,http://www.fightmetric.com/fighter-details/2b1c6f28039efe36
321,Eric Castile,http://www.fightmetric.com/fighter-details/a0a69dc9914ef6e1
322,Danny Castillo,http://www.fightmetric.com/fighter-details/d1e7fc58d4225cdf
323,Raul Castillo,http://www.fightmetric.com/fighter-details/feeae92f951f49a9
324,Jenna Castillo,http://www.fightmetric.com/fighter-details/e680418329c84ec4
325,Gil Castillo,http://www.fightmetric.com/fighter-details/31ceaf0e670c1578
326,Tim Catalfo,http://www.fightmetric.com/fighter-details/6ca68b636fbc1f18
327,Nick Catone,http://www.fightmetric.com/fighter-details/f8fe2053d73d7bcf
328,Luke Caudillo,http://www.fightmetric.com/fighter-details/68d76fd9ecf7431d
329,Rafael Cavalcante,http://www.fightmetric.com/fighter-details/5c1ca0c72b599a3c
330,Gesias Cavalcante,http://www.fightmetric.com/fighter-details/2a74bbba57058f12
331,Magnus Cedenblad,http://www.fightmetric.com/fighter-details/0e21976afc92e4d1
332,Yosdenis Cedeno,http://www.fightmetric.com/fighter-details/3e61082025db8137
333,Henry Cejudo,http://www.fightmetric.com/fighter-details/056c493bbd76a918
334,Adam Cella,http://www.fightmetric.com/fighter-details/b27b8881d7444114
335,Donald Cerrone,http://www.fightmetric.com/fighter-details/1d00756835ca67c9
336,Ansar Chalangov,http://www.fightmetric.com/fighter-details/7342fcc41a4817fa
337,Alex Chambers,http://www.fightmetric.com/fighter-details/26b63bc5c0c1f65d
338,Mike Chandler,http://www.fightmetric.com/fighter-details/4b93a88f3b1de35b
339,Donnie Chappell,http://www.fightmetric.com/fighter-details/8788beb528894f33
340,Joe Charles,http://www.fightmetric.com/fighter-details/19ffeb5e3fffd6d5
341,Ernest Chavez,http://www.fightmetric.com/fighter-details/b406da701c479076
342,Albert Cheng,http://www.fightmetric.com/fighter-details/d8d7b24d276c8cb0
343,Ion Cherdivara,http://www.fightmetric.com/fighter-details/c713a845360d604b
344,Michael Chiesa,http://www.fightmetric.com/fighter-details/c58f51dedb310998
345,Sako Chivitchian,http://www.fightmetric.com/fighter-details/9f7787e56a6bc0f4
346,Hong Man,http://www.fightmetric.com/fighter-details/2c104b7e59a72629
347,Mu Bae,http://www.fightmetric.com/fighter-details/371a1c91b24dec2b
348,Doo Ho,http://www.fightmetric.com/fighter-details/e93b04e308913c2e
349,John Cholish,http://www.fightmetric.com/fighter-details/03c9994c5b8958ec
